island_id,council_contact_name,council_contact_number,police_station_name,police_contact_number,medical_facilities_desc,medical_contact_numbers,nearest_airport,how_to_get_there,sea_travel_info,air_travel_info,speedboat_operators,speedboat_contact,flight_operators,flight_contact,info_link
74,Island Focal Point,+9606900059,,,Health center,+960000,Hanimadhoo International Airport,Origin: Velana International Airport; Flight 45 minutes from Velana International Airport to Hanimaadhoo International Airport.,,Flight 45 minutes from Velana International Airport to Hanimaadhoo International Airport.,,,Maldivian,9603335544,https://islands.mv/islands/haa-alifu-vashafaru
75,Island Focal Point,+960652 0027,Police Station,+960979 1382,Health Center,+960652 0575,Kulhudhuffushi Airport,Origin: Velana International Airport; Flight 55 minutes from Velaana International Airport to Kulhudhuffushi Airport and 15 minutes transfer to Finey by speedboat,,Flight 55 minutes from Velaana International Airport to Kulhudhuffushi Airport and 15 minutes transfer to Finey by speedboat,,,Maldivian,9603335544,
76,Island Focal Point,9606520028,Police Station,9609790077,Health Center,+9606520083,Hanimadhoo International Airport,Origin: Velana International Airport; Flight 45 minutes from Velana International Airport to Hanimaadhoo Airport,,Flight 45 minutes from Velana International Airport to Hanimaadhoo Airport,,,Maldivian,9603335544,
77,Island Focal Point,9609639895,Police Station,+960979 1382,Health Center,+960652 0550,Kulhudhuffushi Airport,Origin: Velana International Airport; Flight 55 minutes from Velana International Airport to Kulhudhuffushi Airport and 10 minutes transfer to Hirimaradhoo by speedboat,,Flight 55 minutes from Velana International Airport to Kulhudhuffushi Airport and 10 minutes transfer to Hirimaradhoo by speedboat,,,Maldivian,9603335544,
78,Island Focal Point,9606527134,Police Station,+960979 1382,Kulhudhuffushi Regional Hospital,+960652 8864,Kulhudhuffushi Airport,Origin: Velana International Airport; Flight 55 minutes from Velana International Airport to Kulhudhuffushi Airport,,Flight 55 minutes from Velana International Airport to Kulhudhuffushi Airport,,,Maldivian,+960333 5544,
79,Island Focal Point,+9606520034,Police Station,+960979 1382,Health center,+9606520542,Kulhudhuffushi Airport,Origin: Male'; Speed Boat Ferry 4 hours 50 minutes from Male' to Kumundhoo,Speed Boat Ferry 4 hours 50 minutes from Male' to Kumundhoo,,MTCC,9607998821,,,https://islands.mv/islands/haa-dhaalu-kumundhoo
80,Island Focal Point,9606520036,Police Station,9609791382,Health Center,+960652 0549,Kulhudhuffushi Airport,Origin: Velana International Airport; Flight 55 minutes from Velaana International Airport to Kulhudhuffushi Airport and 10 minutes transfer to Kurinbi by speedboat,,Flight 55 minutes from Velaana International Airport to Kulhudhuffushi Airport and 10 minutes transfer to Kurinbi by speedboat,,,Maldivian,9603335544,
81,Island Focal Point,+9606520038,Police Station,+960966 0184,Health Center,+960652 0094,Kulhudhuffushi Airport,Origin: Velana International Airport; Flight 55 minutes from Velana International Airport to Kulhudhuffushi Airport and 50 minutes transfer to Makunudhoo by speedboat,,Flight 55 minutes from Velana International Airport to Kulhudhuffushi Airport and 50 minutes transfer to Makunudhoo by speedboat,,,,,
82,Island Focal Point,9606520039,Police Station,9609791382,Health Center,9606520548,Kulhudhuffushi Airport,Origin: Velana International Airport; Flight 55 minutes from Velaana International Airport to Kulhudhuffushi Airport and 20 minutes transfer to Naivadhoo by speedboat,,Flight 55 minutes from Velaana International Airport to Kulhudhuffushi Airport and 20 minutes transfer to Naivadhoo by speedboat,,,Maldivian,9603335544,
83,Island Focal Point,9606520041,Police Station,9609791382,Health Center,+960652 0547,Kulhudhuffushi Airport,Origin: Male'; Flight 55 minutes from Velaana International Airport to Kulhudhuffushi Airport and 20 minutes transfer to Nellaidhoo,,Flight 55 minutes from Velaana International Airport to Kulhudhuffushi Airport and 20 minutes transfer to Nellaidhoo,,,Maldivian,9603335544,
84,Island Focal Point,+960652 0042,Police Station,+960917 8997,Health Center,+960652 0546,Kulhudhuffushi Airport,Origin: Male'; Speed Boat Charter 4 hours 10 minutes from Male' to Neykurendhoo,Speed Boat Charter 4 hours 10 minutes from Male' to Neykurendhoo,,Version; All Two Speed,+9609977334; +9607647326,,,https://islands.mv/islands/haa-dhaalu-neykurendhoo
85,Island Focal Point,+9606520043,Police Station,9609551346,Health center,+9606520514,Kulhudhuffushi Airport,Origin: Male'; Flight 55 minutes from Velaana International Airport to Hanimaadhoo Airport and 15 Minutes from Hanimaadhoo to Nolhivaram,,Flight 55 minutes from Velaana International Airport to Hanimaadhoo Airport and 15 Minutes from Hanimaadhoo to Nolhivaram,,,Maldivian,9603335544,
86,Island Focal Point,9606520050,Police Station,9609980073,Health Center,9606520509,Kulhudhuffushi Airport,,,,,,,,https://islands.mv/islands/haa-dhaalu-nolhivaranfaru-2
87,Island Focal Point,9606520046,Police Station,+960979 1382,Health Center,+960652 0540,Kulhudhuffushi Airport,Origin: Male'; Speed Boat Charter 4 hours 50 minutes from Male' to Vaikaradhoo,Speed Boat Charter 4 hours 50 minutes from Male' to Vaikaradhoo,,Flying Fish,9609991865,,,https://islands.mv/islands/haa-dhaalu-vaikaradhoo
88,Island Focal Point,+9607768883,Police Station (Thulusdhoo),+9609791174,Health center,+9609990973,Velana International Airport,Origin: Velana International Airport; Speed Boat Ferry 1 hour from Velana International Airport,Speed Boat Ferry 1 hour from Velana International Airport,,Altec,9607979868,,,https://islands.mv/islands/kaafu-diffushi
89,Island Focal Point,+9606641941,Gaafaru Police Post,+9609311899,Health center,+9606640636,Velana International Airport,Origin: Velana International Airport; Speed Boat Ferry 1 hour from Velana International Airport,Speed Boat Ferry 1 hour from Velana International Airport,,Velaa Express,9609995863,,,https://islands.mv/islands/kaafu-gaafaru
90,Ahmed Arusoon Shahir,9607676796,Gulhii Police Desk,+9609553524,Health center,+9606640633,Velana International Airport,Origin: Velana International Airport; Speed Boat Ferry 1 hour from Velana International Airport,Speed Boat Ferry 1 hour from Velana International Airport,,Altec,9607979868,,,https://islands.mv/islands/kaafu-gulhi
91,Island Focal Point,+9606640072,K.Guraidhoo Police Station,9609926095,Health Center,+9609133448,Velana International Airport,Origin: Velana International Airport; Speed Boat Ferry 45 Minutes from Velaana International Airport.,Speed Boat Ferry 45 Minutes from Velaana International Airport.,,,,,,https://islands.mv/islands/kaafu-guraidhoo
92,Island Focal Point,+9607979615,Police Station,+9609794639,Health center,+9606640413,Velana International Airport,Origin: Velana International Airport; Speed Boat Ferry 25 minutes from Male' to Himmafushi,Speed Boat Ferry 25 minutes from Male' to Himmafushi,,,,,,https://islands.mv/islands/kaafu-himmafushi
93,Island Focal Point,+9606640074,Police Desk,00,Health center,+9606640412,Velana International Airport,Origin: Velana International Airport; Dhoani Ferry 1 hour from Velana International Airport to Huraa; Speed Boat Charter 25 minutes from Velana International Airport,Dhoani Ferry 1 hour from Velana International Airport to Huraa; Speed Boat Charter 25 minutes from Velana International Airport,,,,,,https://islands.mv/islands/kaafu-hura
94,Island Focal Point,+9606645377,Kaashidhoo Police Station,9609791519,Health center,+9606640127,Velana International Airport,Origin: Velana International Airport; Speed Boat Ferry 1 hour 30 minutes from Velana International Airport,Speed Boat Ferry 1 hour 30 minutes from Velana International Airport,,,,,,https://islands.mv/islands/kaafu-kaashidhoo
95,Island Focal Point,000,Police Station,00,Health center,+9606640410,Velana International Airport,Origin: Velana International Airport; Speed Boat Ferry 25 minutes by speed boat,Speed Boat Ferry 25 minutes by speed boat,,,,,,https://islands.mv/islands/kaafu-maafushi
96,Island Focal Point,+9606640183,Thulusdhoo Police Station,+9609791174,Health center,+9606640090,Velana International Airport,Origin: Velana International Airport; Dhoani Ferry 1 hour 30 minutes from Velana International Airport; Speed Boat Ferry 30 minutes by Velana International Airport.,Dhoani Ferry 1 hour 30 minutes from Velana International Airport; Speed Boat Ferry 30 minutes by Velana International Airport.,,,,,,https://islands.mv/islands/kaafu-thulusdhoo
97,Island Focal Point,+960680 0724,,,Health Center,+960680 0787,Kadhdhoo Airport,Origin: Kadhdhoo; Speed Boat Ferry 30 minutes from Male' to Dhanbidhoo,Speed Boat Ferry 30 minutes from Male' to Dhanbidhoo,,,,,,https://islands.mv/islands/laamu-dhanbidhoo
98,Island Focal Point,+960680 0724,Police Station,+9609791249,Health Center,+960680 0787,Kadhdhoo Airport,Origin: Velana International Airport; Flight 50 minutes from Velana International Airport to Kadhdhoo Airport and 15 minutes transfer to Fonadhoo by taxi,,Flight 50 minutes from Velana International Airport to Kadhdhoo Airport and 15 minutes transfer to Fonadhoo by taxi,,,Maldivian,+960333 5544,
99,Island Focal Point,+960680 0766,Police Station,+960979 1261,Gan Regional Hospital,+960680 0026,Kadhdhoo Airport,Origin: Velana International Airport; Flight 1 hour 15 Minutes from Male' to Kadhdhoo Airport and 10 minutes transfer to Gan from Taxi,,Flight 1 hour 15 Minutes from Male' to Kadhdhoo Airport and 10 minutes transfer to Gan from Taxi,,,Maldivian; Flyme,+960333 5544; +960301 3000,
100,,,,,,,Kadhdhoo Airport,,,,,,,,https://islands.mv/islands/laamu-hithadhoo
101,,,,,,,Kadhdhoo Airport,Origin: Kadhdhoo; Speed Boat Ferry 45 minutes from Kadhoo domestic airport,Speed Boat Ferry 45 minutes from Kadhoo domestic airport,,,,,,https://islands.mv/islands/laamu-isdhoo
102,Island Focal Point,+960680 0730,Police Station,+960963 0130,,,Kadhdhoo Airport,Origin: Male'; Speed Boat Ferry 4 Hours from Male' to Kalaidhoo,Speed Boat Ferry 4 Hours from Male' to Kalaidhoo,,Mumthaz Ferry; Sunny Speed; Fahi; Areen,+9607905333; +9609658787; +9609999307; +9609695069,,,https://islands.mv/islands/laamu-kalaidhoo
103,Island Focal Point,+9609995970,,,Health Center,+9606800790,Kadhdhoo Airport,Origin: Velana International Airport; Flight 1 hour 15 minutes from Velana International Airport to Kahdhoo airport and 20 minutes transfer to Kunahandhoo; Speed Boat Ferry 6 hours from Male' to Kunahandhoo,Speed Boat Ferry 6 hours from Male' to Kunahandhoo,Flight 1 hour 15 minutes from Velana International Airport to Kahdhoo airport and 20 minutes transfer to Kunahandhoo,,,,,https://islands.mv/islands/laamu-kunahandhoo
104,Island Focal Point,+9606800708,,,Health Center,+9606800788,Kadhdhoo Airport,Origin: Velana International Airport; Speed Boat Ferry 4 hours 30 minutes from Male' to Maabaidhoo,Speed Boat Ferry 4 hours 30 minutes from Male' to Maabaidhoo,,Relax Speed Boat Ferry,+960773 1759,,,https://islands.mv/islands/laamu-maabaidhoo
105,Island Focal Point,+960680 0705,Police Station,+960998 0076,Health Center,9606800772,Kadhdhoo Airport,Origin: Male'; Speed Boat Charter 6 hours from Male' to Maamendhoo,Speed Boat Charter 6 hours from Male' to Maamendhoo,,,,,,https://islands.mv/islands/laamu-maamendhoo
106,Island Focal Point,9606800718,Police Station,9609980065,Health Center,9606800075,Kadhdhoo Airport,Origin: Male'; Speed Boat Ferry 5 hours from Male' to Maavah; Speed Boat Charter 5 hours from Male' to Maavah,Speed Boat Ferry 5 hours from Male' to Maavah; Speed Boat Charter 5 hours from Male' to Maavah,,MTCC,9607998821,,,https://islands.mv/islands/laamu-maavah
107,Island Focal Point,+960680 0714,,,Health Center,+960680 0793,Kadhdhoo Airport,Origin: Male'; Speed Boat Charter 4 hours 20 minutes from Male' to Mundoo,Speed Boat Charter 4 hours 20 minutes from Male' to Mundoo,,Hassan Nadheeh,9607468399,,,https://islands.mv/islands/laamu-mundoo
108,Adhuma Mohamed Fariq,+9609552471,Hinnavaru Police Station,9609792239,Health center,+9606620216,Madivaru Airport,Origin: Velana International Airport; Speed Boat Ferry 3 hours to reach Hinnavru by a speedboat; Flight 20 minutes to Madivaru Domestic Airport. It takes 10 minutes to reach Hinnavaru by a speedboat,Speed Boat Ferry 3 hours to reach Hinnavru by a speedboat,Flight 20 minutes to Madivaru Domestic Airport. It takes 10 minutes to reach Hinnavaru by a speedboat,Aares,9607578622,,,https://islands.mv/islands/lhaviyani-hinnavaru
109,Abdulla Madheeh,+9609960463,Kurendhoo Police Station,+9609171997,Health center,+9606620395,Madivaru Airport,Origin: Velana International Airport; Flight 25 minutes by domestic flight to Madivaru airport.,Speed Boat Ferry or Charter 2 hour 15 min from Male to Kurendhoo,Flight 25 minutes by domestic flight to Madivaru airport.,Zuhal Express Speedboat Charter,9607917617,Maldivian,9603335544,
110,Ahmed Yasir,+960 7796163,Naifaru Police Station,9609792187,Lhaviyani Atoll Hospital,+9606620048,Madivaru Airport,Origin: Velana International Airport; Flight 25 minutes by domestic flight to Madivaru airport.,,,Zuhal Express Speedboat Charter,9607917617,Maldivian,9603335545,
111,Island Focal Point,+9609110375,Naifaru Police Station,9609792187,Health center,+9606620399,Madivaru Airport,Origin: Madivaru Airport; Speed Boat Ferry 45 minutes from Madivaru Domestic airport to Olhuvelifushi,Speed Boat Ferry 45 minutes from Madivaru Domestic airport to Olhuvelifushi,,,,,,https://islands.mv/islands/lhaviyani-olhuvelifushi
112,Island Focal Point,+9607593833,Police Station,+9609790164,Health Center,+9606720596,,Origin: Male'; Speed Boat Ferry 2 hours from Male' to Dhiggaru,Speed Boat Ferry 2 hours from Male' to Dhiggaru,,Muli Tours; Pro Jet,+960919 2525; +960772 1010,,,https://islands.mv/islands/meemu-dhiggaru
113,Abdul Aleem,+960787 0570,Kolhufushi Police Station,+960963 4021,Health Post,+960672 0532,Dhaalu Airport,Origin: Velana International Airport; Speed Boat Ferry 2 hours 30 minutes from Male' to Kolhufushi,Speed Boat Ferry 2 hours 30 minutes from Male' to Kolhufushi,,Relax Speed; Sea Fly,+960772 2827; +960738 3731,,,https://islands.mv/islands/meemu-kolhufushee
114,Island Focal Point,+9607335499,Dhiggaru Police Station,+9609790164,Health Center,+9606720554,,Origin: Male'; Speed Boat Ferry 1 hour 45 minutes from Male' to Maduvvari,Speed Boat Ferry 1 hour 45 minutes from Male' to Maduvvari,,Muli Tours; Pro Jet,+960919 2525; +960772 1010,,,https://islands.mv/islands/meemu-maduvvari
115,Island Focal Point,9607909195,Police Station,+9609790164,Health Center,+9606720592,,Origin: Male'; Speed Boat Ferry 3 hours from Male to Muli,Speed Boat Ferry 3 hours from Male to Muli,,Pro Jet; Muli Tours,+960772 1010; +960919 2525,,,https://islands.mv/islands/meemu-mulah
116,Island Focal Point,+9609180465,Police Station,+9609980067,M. Muli Regional Hospital,+9606720010,,Origin: Male'; Speed Boat Ferry 3 hours from Malé to Muli,Speed Boat Ferry 3 hours from Malé to Muli,,Pro Jet; Muli Tours,+960772 1010; +960919 2525,,,https://islands.mv/islands/meemu-muli
117,Island Focal Point,9607868649,Muli Police Station,+9609980067,Health Center,9606720010,,Origin: Male'; Speed Boat Ferry 2 hours 45 minutes from Male' to Naalaafushi,Speed Boat Ferry 2 hours 45 minutes from Male' to Naalaafushi,,,,,,https://islands.mv/islands/meemu-naalaafushi
118,Island Focal Point,+960788 9948,Police Station,+960672 6059,Health Post,+960672 0053,Dhaalu Airport,Origin: Velana International Airport; Flight 45 minutes from Velana International Airport to Kudahuvadhoo Airport and 1 hour 45 minutes transferto Raiymandhoo,,Flight 45 minutes from Velana International Airport to Kudahuvadhoo Airport and 1 hour 45 minutes transferto Raiymandhoo,,,Manta Air; Maldivian,+960799 4405 / +960331 4477; +960333 5544,
119,Island Focal Point,9606720035,,,Health Center,+960970 7809,Dhaalu Airport,Origin: Male'; Speed Boat Ferry 2 hours 40 minutes from Male to Veyvah; Speed Boat Charter 2 hours 30 minutes from Male to Veyvah,Speed Boat Ferry 2 hours 40 minutes from Male to Veyvah; Speed Boat Charter 2 hours 30 minutes from Male to Veyvah,,Pro Jet,+960772 1010,,,https://islands.mv/islands/meemu-veyvah
120,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,
123,Island Focal Point,9606560016,,,Health Center,9606560035,Maafaru International Airport,"Origin: Velana International Airport; Flight 40 minutes from Velana International airports to Maafaru Airport, 35 minutes transfer to Fohdhoo",,"Flight 40 minutes from Velana International airports to Maafaru Airport, 35 minutes transfer to Fohdhoo",,,Maldivian; Manta Air; Flyme,+9603335544; +960799 4405 / +960331 4477; +960301 3000,
124,Island Focal Point,9606560016,Police Station,+9609980056,Health Center,+9606560025,Maafaru International Airport,"Origin: Velana International Airport; Flight 40 minutes from Velana International airports to Maafaru Airport, 20 minutes transfer to Henbadhoo",,"Flight 40 minutes from Velana International airports to Maafaru Airport, 20 minutes transfer to Henbadhoo",,,Maldivian; Flyme,+9603335544; +960301 3000,
125,Island Focal Point,+9606560009,Police Station,+9609792113,Health Center,+9606560520,Maafaru International Airport,Origin: Velana International Airport; Flight 40 Minutes from Velaana International Airport to Maafaru Airport. It takes 20 minutes to arrive Holhudhoo by speed boat.,,Flight 40 Minutes from Velaana International Airport to Maafaru Airport. It takes 20 minutes to arrive Holhudhoo by speed boat.,,,,,https://islands.mv/islands/noonu-holhudhoo
126,Island Focal Point,9606560013,Police Station,9609311499,Health Center,9606560092,Maafaru International Airport,"Origin: Velana International Airport; Flight 40 minutes from Velana International airports to Maafaru Airport, 20 minutes transfer to Kendhikulhudhoo",,"Flight 40 minutes from Velana International airports to Maafaru Airport, 20 minutes transfer to Kendhikulhudhoo",,,Maldivian; Manta Air; Flyme,+9603335544; +960799 4405 / +960331 4477; +960301 3000,
127,Island Focal Point,+9606560015,Police Station,00,Health Center,+9606560609,Maafaru International Airport,Origin: Velana International Airport; Flight 40 Minutes from Velaana International Airport to Maafaru Airport.,,Flight 40 Minutes from Velaana International Airport to Maafaru Airport.,,,Maldivian,9603335544,
128,Island Focal Point,9606560007,Police Station,9609980056,Health Center,9606560599,Maafaru International Airport,,,,,,,,https://islands.mv/islands/noonu-landhoo
129,Island Focal Point,+9606560032,Police Station,00,Health Center,+9606560610,Maafaru International Airport,Origin: Maafaru; Speed Boat Ferry 30 minutes from Maafaru International Airport,Speed Boat Ferry 30 minutes from Maafaru International Airport,,,,,,https://islands.mv/islands/noonu-lhohi
130,Island Focal Point,9606560005,,,Health Center,9606560603,Maafaru International Airport,Origin: Velana International Airport; Flight 40 Minutes from Velaana International Airport to Maafaru Airport,,Flight 40 Minutes from Velaana International Airport to Maafaru Airport,,,Maldivian; Flyme,+9603335544; +960301 3000,
131,Island Focal Point,9606560026,,,Health Center,9606560604,Maavarulu Airport,"Origin: Velana International Airport; Flight 40 minutes from Velana International airports to Maafaru Airport, 10 minutes transfer to Maalhendhoo",,"Flight 40 minutes from Velana International airports to Maafaru Airport, 10 minutes transfer to Maalhendhoo",,,Maldivian; Manta Air; Flyme,+9603335544; +960799 4405 / +960331 4477; +960301 3000,
132,Island Focal Point,9606560031,Nearest Police Station (Manadhoo),+9609792039,Health Center,+9606560042,Maafaru International Airport,Origin: Velana International Airport; Flight 40 Minutes from Velaana International Airport to Maafaru Airport.,,Flight 40 Minutes from Velaana International Airport to Maafaru Airport.,,,Maldivian,9603335544,
133,Island Focal Point,+9606560029,Police Station,+9609792039,Noonu Atoll Hospital,+9606560036,Maafaru International Airport,Origin: Velana International Airport; Flight 40 Minutes from Velaana International Airport to Maafaru Airport. From Maafaru Airport it takes less than 10 minutes to reach Manadhoo by speed boat.,,Flight 40 Minutes from Velaana International Airport to Maafaru Airport. From Maafaru Airport it takes less than 10 minutes to reach Manadhoo by speed boat.,,,Maldivian,9603335544,
134,Island Focal Point,+9607470014,Nearest Police Station (Manadhoo),+9609792039,Health Center,+9606560611,Velana International Airport,Origin: Velana International Airport; Flight 40 Minutes from Velaana International Airport to Maafaru Airport.,,Flight 40 Minutes from Velaana International Airport to Maafaru Airport.,,,Maldivian,9603335544,
135,Island Focal Point,+9606560010,Police Station,+9609791747,Health Center,+9606560526,Ifuru Airport,"Origin: Velana International Airport; Flight 40 minutes from Velana International airports to Maafaru Airport, 40 Minutes transfer to Velidhoo",,"Flight 40 minutes from Velana International airports to Maafaru Airport, 40 Minutes transfer to Velidhoo",,,Maldivian; Flyme,+9603335544; +960301 3000,https://islands.mv/islands/noonu-velidhoo
136,,,,,,,Ifuru Airport,,,,,,,,
137,Island Focal Point,9606580071,Police Station,9609791508,Health Center,9606580402,Ifuru Airport,Origin: Male'; Speed Boat Charter 3 hours 30 minutes from Male' to Angolhitheemu; Dhoani Ferry 4 hours from Male' to Angolhitheemu,Speed Boat Charter 3 hours 30 minutes from Male' to Angolhitheemu; Dhoani Ferry 4 hours from Male' to Angolhitheemu,,Nasru Speed,7515044,,,https://islands.mv/islands/raa-angolhitheemu
138,,,,,,,Ifuru Airport,,,,,,,,
139,Island Focal Point,9607902212,Police Station,9609980078,Health Center,9606580400,Ifuru Airport,Origin: Male'; Speed Boat Ferry 3 hours 30 minutes from Male' to Fainu,Speed Boat Ferry 3 hours 30 minutes from Male' to Fainu,,Nasru Speed,9607663003,,,https://islands.mv/islands/raa-fainu
140,Island Focal Point,9607468264,Police Station,9609791508,Health Center,9606580155,Ifuru Airport,Origin: Male'; Speed Boat Ferry 4 hours from Male' to Hulhudhuhfaaru,Speed Boat Ferry 4 hours from Male' to Hulhudhuhfaaru,,Crystal Speed; Flying Fish; Nasru Speed,+9609863326; +9609863326; +9607927911,,,https://islands.mv/islands/raa-hulhudhuhfaaru
141,Island Focal Point,9606580028,Police Station,9609980078,Health Center,9606580395,Ifuru Airport,Origin: Male'; Speed Boat Ferry 3 hours from Male' to Inguraidhoo,Speed Boat Ferry 3 hours from Male' to Inguraidhoo,,Atoll Express; Crystal Speed; Nasru Speed,+9609995692; +9609863326; +9607927911,,,https://islands.mv/islands/raa-inguraidhoo
142,Island Focal Point,9607981984,Police Station,9609791508,Health Center,9606580388,Ifuru Airport,Origin: Male'; Speed Boat Charter 2 hours 50 minutes from Male' to Innamaadhoo,Speed Boat Charter 2 hours 50 minutes from Male' to Innamaadhoo,,Fazeel; Sazeen,+9609850811; +9607447950,,,https://islands.mv/islands/raa-innamaadhoo
143,Island Focal Point,9609874186,Police Station,9609790398,Health Center,9606580401,Ifuru Airport,Origin: Male'; Dhoani Ferry 9 hours from Male' to Kinolhas; Speed Boat Charter 5 hours from Male' to Kinolhas,Dhoani Ferry 9 hours from Male' to Kinolhas; Speed Boat Charter 5 hours from Male' to Kinolhas,,Nalahiya 2,9609774621,,,https://islands.mv/islands/raa-kinolhas-2
144,Island Focal Point,9609755438,Police Station,9609791508,Health Center,9606580392,Ifuru Airport,Origin: Male'; Speed Boat Ferry 3 hours from Male' to Maakurathu,Speed Boat Ferry 3 hours from Male' to Maakurathu,,Nasru Speed; Crystal Speed,+9607663003; +9609863326,,,https://islands.mv/islands/raa-maakurathu
145,Island Focal Point,9606580025,Police Station,9609932972,Health Center,9606580394,Ifuru Airport,Origin: Male'; Speed Boat Ferry 3 hours from Male' to Madduvari; Speed Boat Charter 3 hours from Male' to Madduvari,Speed Boat Ferry 3 hours from Male' to Madduvari; Speed Boat Charter 3 hours from Male' to Madduvari,,Crystal Speed; Azuro,+9607341188; +9607444390,,,https://islands.mv/islands/raa-madduvari
146,Island Focal Point,9606580020,Police Station,9609790398,Health Center,9606580396,Ifuru Airport,Origin: Male'; Speed Boat Charter 3 hours from Male' to Meedhoo,Speed Boat Charter 3 hours from Male' to Meedhoo,,Niru Speed; Island Express; Sea Cruise; Gaadhooni,+9607847293; +9607957876; +9607793945,,,https://islands.mv/islands/raa-meedhoo-2
147,Island Focal Point,9607946811,Police Station,+960979 1508,Health Center,9606580391,Ifuru Airport,Origin: Male'; Speed Boat Charter 3 hours 25 minutes from Male' to Rasgetheemu,Speed Boat Charter 3 hours 25 minutes from Male' to Rasgetheemu,,Crystal Speed,9607555737,,,https://islands.mv/islands/raa-rasgetheemu
148,Island Focal Point,9606580049,Police Station,9609791508,Health Center,9606580393,Ifuru Airport,Origin: Male'; Speed Boat Ferry 3 hours from Male' to Rasmaadhoo; Speed Boat Charter 2 hours 30 minutes from Male' to Rasmaadhoo,Speed Boat Ferry 3 hours from Male' to Rasmaadhoo; Speed Boat Charter 2 hours 30 minutes from Male' to Rasmaadhoo,,Ramzu Speed; Nasru Speed,+9607845341; +9609692021,,,https://islands.mv/islands/raa-rasmaadhoo-2
149,Island Focal Point,+9606580118,Police Station,+9609791508,Ungoofaaru Regional Hospital,+9606580100,Ifuru Airport,"Origin: Velana International Airport; Flight 30 Minutes from Velaana International Airport Ifuru Airport,",,"Flight 30 Minutes from Velaana International Airport Ifuru Airport,",,,Maldivian,9603335544,https://islands.mv/islands/raa-ungoofaaru
150,Island Focal Point,+960911 1299,Police Station,9609553547,Health Center,9606580399,Ifuru Airport,Origin: Male'; Speed Boat Ferry 4 hours from Male' to Vaadhoo; Speed Boat Charter 4 hours from Male' to Vaadhoo,Speed Boat Ferry 4 hours from Male' to Vaadhoo; Speed Boat Charter 4 hours from Male' to Vaadhoo,,Nasru Speed; Ramzu Speed,+9609692021; +9607742356,,,https://islands.mv/islands/raa-vaadhoo
151,Focal point,+9609693232,Police Station,+9609791612,Addu Equitorial Hospital,+9606885555,Fuvahmulah Airport,Origin: Velana International Airport; Flight 1 hour from Velana International Airport,,Flight 1 hour from Velana International Airport,,,Maldivian,9603335544,
152,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,
157,Island Focal Point,+960790 1489,Police Station,+960979 1646,Health Center,+960654 0503,,Origin: Male'; Speed Boat Charter 4 hours 25 minutes from Male' to Bileiyfahi,Speed Boat Charter 4 hours 25 minutes from Male' to Bileiyfahi,,,,,,https://islands.mv/islands/shaviyani-bileiyfahi
158,Island Focal Point,9607975226,Police Station,9609770187,Health Center,+960654 0613,Funadhoo Airport,"Origin: Velana International Airport; Speed Boat Charter 4 hours 20 minutes from Male' to Feevah; Flight 30 minutes from Velana International Airport to Funadhoo Airport, and 20 minutes transfer to Feevah",Speed Boat Charter 4 hours 20 minutes from Male' to Feevah,"Flight 30 minutes from Velana International Airport to Funadhoo Airport, and 20 minutes transfer to Feevah",Hope Travels,9609970175,,,https://islands.mv/islands/shaviyani-feevah-2
159,Island Focal Point,9606540045,Police Station,9609333135,Health Center,9606540611,Kulhudhuffushi Airport,"Origin: Velana International Airport; Flight 45 minutes from Velana International Airport to Kulhudhuffushi Airport, and 45 minutes transfer to Feydhoo.",,"Flight 45 minutes from Velana International Airport to Kulhudhuffushi Airport, and 45 minutes transfer to Feydhoo.",,,Maldivian,9603335544,
160,Island Focal Point,9609796319,Police Station,9609879484,Health Center,9606540594,Funadhoo Airport,Origin: Male'; Speed Boat Charter 4 hours 20 minutes from Male' to Foakaidhoo,Speed Boat Charter 4 hours 20 minutes from Male' to Foakaidhoo,,Hope Travels; Furaagu 2; Flying Fish,+9609970175; +9607711195; +9607910799,,,https://islands.mv/islands/shaviyani-foakaidhoo
161,Island Focal Point,9607926232,Police Station,+969 7922367,Shaviyani Atoll Hospital,9606540061,Funadhoo Airport,Origin: Velana International Airport; Flight 45 minutes from Velana International Airport to Funadhoo Airport.,,Flight 45 minutes from Velana International Airport to Funadhoo Airport.,,,Maldivian,9603335544,
162,Island Focal Point,9607902974,Police Station,9609791646,Health Center,9606450615,Kulhudhuffushi Airport,Origin: Male'; Speed Boat Charter 4 hours 40 minutes from Male' to Goidhoo,Speed Boat Charter 4 hours 40 minutes from Male' to Goidhoo,,Ulhiashi; Flying Fish,+9607742507; +9607910799,,,https://islands.mv/islands/shaviyani-goidhoo
163,Island Focal Point,+960984 3594,Police Station,+960979 1646,Health Center,+960654 0537,Kulhudhuffushi Airport,Origin: Velana International Airport; Flight 50 minutes from Velana International Airport to Kulhudhufushi Airport and 30 minutes transfer to Kanditheemu by speedboat,,Flight 50 minutes from Velana International Airport to Kulhudhufushi Airport and 30 minutes transfer to Kanditheemu by speedboat,,,Maldivian,9603335544,https://islands.mv/islands/shaviyani-kanditheemu-2
